usage_mins,monthly_bill,support_calls,churn
677.3997514565821,63.31069948028021,3,1
785.9842294666539,65.35371965176141,5,1
599.9566154170664,55.53705889418679,5,0
631.7652264264523,53.18435801401513,2,1
564.2647790847888,75.688313983815,6,1
587.5319667791958,62.6074368252619,8,1
674.4436799786589,72.20702356825007,2,0
546.7343089119352,81.53821948314982,3,0
841.9703208508735,35.136927868684694,3,1
664.4961661219991,41.36536364737783,4,1
694.0489129757317,65.96318288082564,2,1
591.7563948182534,61.41646067590415,0,0
452.2767945832564,103.72846445915229,1,0
681.3382200954599,83.24980224946657,3,1
513.0236185125235,80.444765061602,5,1
721.7680553081977,60.6349521735305,3,1
755.5832954775007,112.34388718633778,1,1
584.4018913393508,81.16833295853557,5,1
665.1728570403329,74.27571047760144,4,0
643.4733655609692,69.59245918402664,8,0
784.0002672655386,53.525350801387034,1,0
639.4311853260505,113.85101438085073,1,1
629.5020802943473,65.57812161548408,2,0
553.2941032481883,66.6368051271433,3,1
683.0430463265761,81.51223294126625,2,0
535.9836460710014,88.77993152560788,5,1
654.1043316542235,57.786203846223216,1,0
531.3757582938198,88.30665952971052,4,0
847.1803583010517,67.77469956443352,1,1
553.8421673083006,89.67579715168844,1,0
657.3635570295355,45.169379928472225,4,1
600.9618006508687,64.71259396426508,1,0
585.1978170547699,64.90176672127173,1,0
534.1434154561707,50.062080023165194,3,0
669.0657902604147,83.20437127715594,1,0
581.562409965214,43.6989206268005,1,0
626.0677378056481,59.63124543544886,3,0
596.4894069910076,85.49972263355153,2,0
693.1810639025741,46.55064984710005,3,1
613.7575144258742,94.67347928549974,4,1
476.80050051061914,10.75099337644427,4,0
724.3491474152856,98.13804833727326,2,1
645.8880915164316,53.56920334655782,2,1
787.5831754735723,81.51526899757263,7,0
532.5039626450374,64.9243830130598,6,1
709.1418690572068,64.0163961059608,1,1
742.1054784929081,70.38530349804779,3,0
535.9787948747278,64.7452226033499,4,0
326.08855283515095,93.03882771208751,2,0
786.6394678555506,109.37908090910142,6,1
681.2277304144669,88.20538410744207,2,1
626.08502451345,80.0558512463889,5,1
591.0399771881081,35.007192162647826,2,0
750.116874486012,87.54439824858859,1,1
511.0358634525365,65.66449227050698,2,1
597.2689098286393,53.71850944556911,0,0
692.6864140827918,75.24347119268798,3,1
553.5058989958504,89.63351720587723,3,0
698.0135149841018,69.21090244179155,3,1
635.7627867887244,49.18684113867796,3,1
642.1135633227278,93.027021430584,2,1
674.4224097266394,89.81688239525982,1,0
444.78452847472295,41.64645396996626,3,0
669.6897993371263,69.23120957967136,5,0
615.4313049040092,94.76116492552674,4,1
493.72867924568,71.96556552686185,5,1
580.7453854941161,39.03134275396149,3,0
584.7219617298188,34.12688103089415,4,1
579.6470245101395,59.821781950894184,0,0
530.6236784735584,59.55408831234012,2,1
722.3539177617802,53.49562395525834,2,1
642.7174962465582,61.90935808851701,3,1
577.8012727190468,47.03141542907899,1,1
552.9459167581033,74.39524404870922,3,1
701.9125880686818,64.2070835699795,5,0
513.984544711225,80.57560626439525,1,0
689.7785343843191,59.29734387861923,0,0
560.9075214761767,69.13415504831875,3,1
659.4043328914147,82.51467635576456,2,0
353.20626290047346,69.25387640973273,3,1
479.1303132627987,73.73234010623591,2,0
661.767081492359,99.91657769319441,4,1
574.8252127743051,59.720343757990626,3,0
626.0886296464613,75.82186854907407,5,1
553.8641689061994,69.27889523445745,2,0
686.5322667054619,81.35422849484398,1,1
704.6547765511073,109.41533694412855,2,1
552.9979431108452,77.46740872846205,1,0
482.5170800152657,81.44528457038659,5,1
657.0952877042853,41.072737729573575,4,0
588.2288683407243,84.82536885592228,1,1
586.1440312581974,108.41297609778805,3,0
497.8703077557373,110.8494051488585,1,1
593.2368648023149,64.23126737839665,3,0
530.5697020528328,71.4765321200914,3,1
527.0824561975436,71.34533401413019,5,1
576.6400568489208,39.407940428411,1,1
471.5861310307962,52.19196917571064,2,0
512.2059337256264,90.97619712492445,2,0
522.9575261607392,55.43417154523238,3,0
577.0392398365158,43.13864809026512,5,0
653.2674533200644,40.44014091591575,0,1
555.6936272597304,86.62386562086195,5,0
557.7993480148883,81.94814623824661,1,0
755.3018559785294,76.49395232265965,6,0
549.427365107987,71.22904887660277,5,0
482.3619263329286,65.52159004051258,4,0
562.9199888496494,75.32978710257906,0,1
611.652525140538,76.294268501633,2,0
501.11138400303093,68.69762460384611,2,1
641.3426838346134,94.88436130612592,2,1
689.9861748303964,63.35312519020488,0,0
680.8849524115584,78.90229303345771,3,0
705.2626286294884,80.00189069025883,4,1
756.7602525725076,72.73960810748663,2,0
545.2389884141456,77.88721703435712,4,0
712.3902051872026,71.93106355838839,8,1
434.3274607506619,49.831121352432206,2,0
672.2317177597165,74.24956993239826,2,0
525.7408801614046,36.336394035259886,1,0
590.3426981190782,53.87818038136869,4,0
540.4244941308456,128.35023979458748,0,0
664.3977329017837,33.85033437910477,3,0
690.1072154624966,73.94590481059382,2,1
628.515271021093,77.15009059872074,6,1
642.6672692111184,48.514650779696204,3,0
669.7336659996637,56.83676126695545,3,0
359.9552802117899,95.1591876100413,4,0
592.5388387015398,95.20012707962536,4,1
630.5865822570171,82.58559470117297,1,1
608.5269134644413,101.1791608935824,5,1
564.304371578293,69.16369303521242,1,0
574.6431233921362,80.6130256151828,3,1
667.158856773272,92.10156527462061,2,1
524.4029356635042,74.41127904719008,2,0
593.003833317329,78.38040557293483,2,0
573.4608158742844,79.42038116618775,2,1
721.353766206676,70.73582537962004,4,1
451.8696524707548,67.77528917896734,7,1
452.5707528096434,66.07082976170348,5,1
540.2224479967699,59.702009022747966,3,0
680.0545839007488,38.89326745827648,2,0
725.1021223757575,94.18883731778257,4,1
717.8768686463376,32.08972840267636,2,1
611.91657957577,83.85538782170195,1,1
604.1737228164362,37.556766273009956,4,1
689.9510625684976,68.03789573562494,1,1
628.1985969825744,88.20446630423918,1,1
352.28229237021947,47.156009772247955,4,0
705.463818628197,19.583700604094226,4,0
710.4612121749312,57.220171386142745,2,0
630.5152903253215,103.02132285165146,1,1
678.7984882123242,82.99614593654357,3,1
601.8712088858874,82.44427341665902,4,0
506.69649151247745,87.44063798707153,3,1
702.0623791773858,56.21565374006008,0,0
579.2695696352889,73.94336412328268,0,0
506.22491315076746,69.25044751341358,2,0
579.8553170135552,64.3727531610063,1,0
594.2198173478549,59.39319248053514,3,0
557.0873511765186,67.8640847083017,6,1
570.8048854269947,77.50546319048206,0,1
562.5912334235504,51.185602416317614,6,1
787.100593813613,109.81635115906747,2,1
664.1557604959833,74.62280120249353,2,1
791.5209414652776,59.77066774431643,1,0
526.112336893126,35.350580125016236,2,0
596.4461540641181,85.28364834404802,8,1
715.1827369608594,42.799146916109116,4,1
434.6905824546375,95.99725601480044,4,0
717.3298639199436,29.868848628592588,3,0
563.4147235289613,8.619460414924625,1,0
638.6665091191179,73.62239007982593,2,1
533.875109921306,63.16650661936527,6,0
552.6732546625914,47.174044419344945,6,1
645.8265835924835,50.983327262677534,2,0
411.4321693631172,88.12282733342448,2,1
465.5890774721488,74.06269921265373,3,1
450.2994191847956,72.9933328928962,3,1
635.3402324833585,113.26193983298879,2,1
454.57569044677473,66.00005528619609,5,1
500.12486634710615,60.605215824467834,7,1
554.5384021063467,54.42206667015127,3,1
720.696679833944,65.73196530184633,3,1
750.3025902617137,83.99829737362478,3,1
656.5601492494502,90.49985863790631,5,1
536.127326513854,73.19768721397625,0,0
679.1278989525493,113.25027767436598,5,1
530.7341582923806,25.504443049533705,3,0
498.04914058542977,55.57824857293022,5,1
465.4424147350244,112.03199858512187,2,0
669.7080197431758,102.29795833836076,3,1
507.7868445695474,86.65118364897698,2,0
517.1204247470855,78.30813689623781,3,0
724.5605390250496,92.86368974491195,2,1
684.6019093881666,56.03705443457277,2,0
681.6420160427091,89.10956926556082,1,0
527.5577703386696,80.04589832695173,2,0
496.2234567190003,81.80572368592189,2,0
557.1091313761908,110.10481461371513,4,1
465.8490266039396,70.38491132294126,4,1
556.1866584023686,49.359153847194854,6,1
454.55125387356867,78.81785014941705,4,1
593.9748131478685,89.30756589891851,3,0
642.4100117129303,77.1625658872296,6,1
448.70242807994475,79.16037247146463,2,1
648.1560644740745,52.58848184101179,2,0
499.8832548978752,74.89974909936085,1,0
472.88700523876594,76.27355744717235,3,0
669.5049184419474,81.84030951351392,5,1
579.1215317261015,100.96064006067793,4,1
662.8531550441929,72.86246424408208,3,0
594.7807894139377,80.770180188584,2,1
742.956884869099,81.5960509194049,2,0
521.6529088744246,97.66609257813988,3,0
760.4800034720208,89.06235537107091,1,1
709.1096559291996,107.82500248622891,1,1
542.4255250896587,49.54314183727916,1,0
567.5752449348887,92.95781962146371,2,0
444.5517594368203,100.65880538127732,3,1
670.4061658887085,72.8002654234151,6,0
650.1686600392552,118.53571231720676,5,1
656.2765004289001,80.1541168531697,2,0
556.0086789705507,47.19794825684282,0,1
604.339336135599,55.51808898421791,4,1
651.8531038565883,39.03151107300744,4,1
638.2912175909684,75.27740619017212,1,1
568.4625818875564,49.59366967349882,3,1
581.0679272883796,85.83338179967464,3,1
388.4172497214149,49.83044917944949,2,0
531.4096344252731,60.37794465720158,3,1
797.9015116861193,90.66193355417342,4,1
509.3879701963564,106.50527993712097,3,0
742.2392851040254,100.4277347955981,1,1
552.4629917142348,67.3412033523974,3,1
670.630783588543,76.16690848176665,4,0
724.6695655053358,72.03599229854063,3,0
815.1733788475658,74.65552088637592,3,1
512.5236740557923,73.9328231974627,4,0
552.588133298899,87.13809861230355,3,1
642.4381016582865,31.61009281321111,2,1
651.7054205744555,76.3457365180195,3,0
508.91883289243003,83.04732753212807,3,1
601.5868856853593,55.51172469871043,4,1
531.9281072569174,65.04662454255943,2,1
687.4582467308348,46.17421927679902,3,1
431.94477134285813,69.59558488974331,2,0
539.8571029427485,69.94623549881325,4,1
795.778805075289,74.81430910181845,1,1
560.387821910906,72.33249343201064,1,0
647.0020606762665,61.2949047886394,1,0
708.5485646486607,89.6466422957326,2,1
611.5262844518763,49.21748486117389,2,1
607.3964693323171,73.33066341082998,3,0
561.0374097786257,52.15971798135832,5,1
669.4240046160351,63.29801502656826,4,0
504.71990529000317,63.88367907529893,2,0
651.8519937872557,72.43913595430398,9,1
561.4443200510403,46.60079428986798,3,0
703.1799709397495,66.85787160802477,2,1
683.3069381050027,76.18465437741497,1,0
483.6420240626193,87.48312488974868,3,0
579.0496474394183,105.11041138052977,5,1
561.4692391425759,76.82945278276877,6,1
622.2020486839064,96.67387461262602,3,1
543.0502185481955,112.62533040761821,3,0
531.2599646098744,77.0563864449729,2,0
526.2220636384315,50.08451175733935,3,0
448.97018909475935,41.74115727011727,2,0
667.4184091833436,61.5398423554193,3,1
682.8160095910238,89.8748607856675,3,1
530.0602349258846,60.43209888864544,5,0
572.7301899900712,85.86799762597391,4,1
568.3541541711719,92.04475322338791,2,1
382.2930768157738,78.54724103665163,6,0
695.3696518951316,134.06643320057685,7,0
462.07690713016154,61.67658932242162,2,0
685.5863893517177,88.25881772101854,4,1
717.4320314473366,37.319546860551405,1,1
465.0804591655352,35.03391548970222,1,0
639.382356478082,54.271066332012,3,1
674.4825900434064,72.43855702768154,2,1
651.9136383049159,85.08028997524521,2,0
610.0888377398348,64.55222273861749,2,0
742.7284927619465,64.26230822023831,5,1
756.336698545552,61.627258441950644,4,1
619.1947870892932,51.23243188371299,4,1
501.9332152960804,45.29217882484621,3,0
657.9082633804695,58.4576304185491,1,0
827.5584979312173,73.84314520387623,2,1
756.2916406498773,68.78263805913527,2,0
680.2913345820856,83.81787961253626,5,1
563.2826548000695,56.33997097664242,4,1
613.5437249723252,87.31641998027396,2,1
559.6438403964847,47.17248214582331,2,0
625.3545669952279,88.56718226812488,2,0
529.3019333077834,88.30238615615079,4,1
718.0132489698913,99.52848839148275,2,1
497.39282499337844,55.575766867093364,4,0
708.4377440030156,43.28600893008341,3,0
520.2777225004977,58.6392038968611,3,0
547.9930550533168,71.0569572574183,5,0
624.9596953912115,77.35441800004439,5,1
624.5709070382501,47.73304771955633,3,0
549.372698124797,61.597964924904645,6,0
497.7520194509805,78.45692122077794,0,1
560.47705375564,76.19081191576888,1,1
564.1145520657459,76.98837541997612,3,0
486.9955532280545,89.44604725644476,4,0
662.5618096601883,59.1139982694318,1,0
685.3672131686088,31.652954801463437,2,1
595.1824562242713,74.111839080033,3,0
569.7538899331953,65.42603661692469,2,1
686.9631981552352,53.7472951857271,3,0
515.5019445128426,48.505506090688826,1,0
700.6039759601507,95.23369989922347,4,1
614.5122982316469,34.848372665738566,3,0
522.3228337487842,83.0765343181533,1,0
641.3657696740701,30.52151487206369,1,1
594.477381393374,82.06879076842279,6,1
624.9524395930299,68.10295506874152,1,0
557.0567145606187,70.57029503011205,4,1
607.1044996923046,82.79285661163962,3,0
466.66037797646464,39.90479450623144,5,1
672.5885274888927,82.2550033315962,2,1
539.7634876214836,63.25757655867582,1,0
633.8532607870876,65.68266488253887,2,1
534.3783125175866,64.58942601858259,1,0
753.2768625612836,84.58665621190923,1,0
641.5870398356227,80.69308269561755,4,1
639.2392552904057,6.939063579137262,4,1
422.93560557775487,60.72254199891757,3,0
759.8176216298185,79.43618885459279,7,1
648.7909827777162,62.98885439007706,1,0
624.7729635540517,22.868674614057028,1,0
593.8771779427508,81.54534748395535,5,1
699.4546553398912,86.65369869254602,4,0
602.8392330464188,61.96537454599285,2,1
557.9757980455877,65.91193590193062,7,0
717.9457142546871,53.899284022090235,1,0
663.0954224403836,42.82195551024499,2,1
519.7655711368521,37.74041681190141,5,0
617.9326349867342,89.42861114366326,4,1
730.558836071659,81.03171151361309,2,1
550.9822954735093,35.4301507742407,1,0
535.362026497584,70.08157556017468,4,1
594.7422138443567,78.64373424194865,3,1
453.33722110258657,49.48902297086444,4,0
812.2823763346277,56.84061858293624,3,1
787.0040941807144,102.14701473147115,5,1
475.4492406320705,38.636385897309,4,1
572.6875080265539,104.46608326699081,1,1
535.8864064674738,66.68437697870813,5,0
512.2960880224376,55.387841292722115,1,0
677.8986320877123,60.545891045407224,3,1
767.0593691464998,68.15799189555216,3,0
620.1057290638234,71.81487917610104,2,1
518.6773718522379,62.63658248912898,3,0
525.3929093166296,83.70142782940792,2,1
643.4012158828191,103.504993114296,3,1
489.0982178711846,41.470805294366,3,0
466.4019318879076,92.8947020510322,6,1
563.4556365320057,71.09853191795372,2,1
620.4292632329825,57.038218572011004,3,1
598.3928928173011,90.85478164469896,3,0
421.8557788573182,80.05067689665032,4,1
518.1683647034877,48.16642597404885,3,0
509.3831966843536,98.65052509248619,2,1
636.1041414642291,104.54318501480941,1,1
467.9303034855852,60.178038394278886,5,0
690.0229478214875,93.4828108443186,6,1
381.9525929484827,61.70860475653678,4,0
828.0588186990307,57.18998355866392,3,1
676.6087725121922,80.46181383525753,3,1
376.3944519131334,76.87786800372005,5,0
431.2993254929265,62.259275784614815,3,1
654.933237331636,31.73377180339658,1,0
753.9807888870376,55.9829367723935,1,1
621.2234728084671,36.951903436211694,2,1
593.3472802101999,74.5252708591998,5,1
812.3165004404797,41.65348035231841,4,1
712.137841690066,52.9349286786523,5,0
673.2377259402832,28.008170611731195,3,1
771.8772778926777,52.596957505042326,0,0
522.5028259105194,64.30493677155941,1,0
534.4810268551378,68.77472642458247,3,0
672.4393157440335,68.88840200213053,1,0
616.5360662917004,62.934039318718035,4,1
616.0156659072876,61.06171073289615,5,0
534.671936835264,95.12955277114159,1,1
653.67446147814,75.32341356359663,4,0
562.8803683006456,66.77125468766994,1,0
629.8263787887779,64.11083526428531,6,1
810.263830563066,62.84551876981183,3,1
705.6902102415889,65.60617545117918,4,0
667.8769713336031,77.68357308534343,3,1
767.696529085939,67.15237416047162,5,1
602.0924770493751,76.35099429789575,2,0
616.4957407935342,46.630336123388474,1,0
589.8281335560395,70.88522084187504,2,0
729.389764938005,68.73166477744581,1,0
580.1677632606406,58.319109282216516,2,1
659.4051838081965,76.78440171590613,0,0
499.8138170691298,64.8812156342337,1,1
617.5575340372841,89.71952706352405,1,0
561.5958551656388,99.56856487044331,2,1
485.17085024541166,25.122143200957893,3,0
801.0680583971276,82.49734562619734,1,0
672.403017512456,58.89863216427971,2,0
673.6229902365841,72.31781518701132,3,1
431.81232092308437,57.67194608947528,4,0
549.277233650533,55.254200012173385,2,1
810.8078397306169,66.26353396629968,1,1
589.5104068914007,80.04872052549338,3,1
634.6821579214349,61.466888681709385,3,1
501.9488731350392,65.8569950177538,1,0
516.9793752417402,62.18540025334495,4,1
733.9038830920409,61.93862775397831,2,1
565.2167936817499,75.91526763728356,2,0
661.6790338095898,85.81235977749834,0,0
616.1853644272155,66.00942281443015,3,1
667.3465406600006,63.82450230120227,3,1
483.09701779431583,79.18625084967083,2,0
583.6435400869485,61.108226846239,1,0
539.0966396352727,70.03610231767672,0,0
371.3843019937643,88.83859629998746,7,0
699.8985468952335,72.83300909735858,4,0
581.3852134637254,44.48918487041787,0,0
659.5147808998202,75.31455188409853,0,1
721.6363745528137,46.707943463292594,2,0
601.5585230003509,83.40411604682164,3,1
663.9031601636051,50.42134983212925,4,1
527.8486042326182,72.2897447697833,3,0
787.4571842897649,61.124348156049194,2,1
514.3561384993694,79.48912889074063,2,0
394.21383046478775,66.45808303586604,5,0
412.43148855053556,70.46474109301177,2,0
544.891790755068,97.67868782050161,2,1
562.1126884651147,67.34088496529282,3,0
467.4985634557118,60.26295490427612,1,0
403.009504250293,71.69258508738447,2,0
482.173678734034,92.49007854776652,3,1
589.3820848766313,47.654783362089944,4,0
417.3596666035528,73.38104438359031,1,0
399.27345748165385,58.21013341570572,4,0
757.6911445432669,64.39631817849785,1,1
541.919033005654,52.59795326906577,3,0
672.2306770286054,87.54430732252432,3,1
560.1033920173443,89.95046894361417,4,1
763.2306983891109,74.08035386591597,2,1
679.0740573428513,71.87704637468813,4,0
903.9843567483381,41.07619780502472,0,1
475.7884805852597,90.98827446797367,4,1
579.3425709897983,69.95372921360561,0,0
603.1760154484892,88.3841867960748,2,0
562.8547273101557,92.97683521164167,3,1
593.9846747461823,64.01283472287298,3,0
634.5692908741299,87.19478395101038,1,1
515.9330889714521,54.73589678164273,1,0
519.2261572979075,35.28004385873734,2,0
612.6559789477693,66.84803329567038,1,0
530.235607253341,64.56406421932603,2,0
703.6548895620784,23.121399126773603,5,0
549.4382525522988,67.96176123690624,2,0
736.4679472109246,89.91762520638689,4,1
575.0940469377612,52.57810005556967,3,0
528.4098721665147,92.1302663811809,3,1
682.7655362847842,40.78927671269089,6,1
750.4606542177438,90.7142791265478,1,1
504.6676178655544,87.28180131781167,4,0
551.6465043599925,62.131507809892994,1,1
551.9998658645032,88.57988259352383,4,1
696.1585159939283,56.64922962639376,1,0
606.577353127577,52.53848665713207,4,0
379.57217266535145,95.46238326064777,1,0
655.8901281909563,83.15392913417612,6,1
467.25990192553695,72.4591989081063,4,0
470.166085455203,27.66229260671515,2,1
461.21691431401007,75.94782079961723,1,0
546.1005881989776,60.12769297425812,1,0
516.4346943446052,60.890919760468975,5,0
697.7690690319528,97.7493157841635,7,1
630.4468610978776,97.10414882721987,5,1
639.5463385253602,81.45104367935039,3,1
658.0850004976008,61.294162322912804,4,1
533.0286377921334,45.48227174397877,5,0
593.966454504774,78.30430452863786,4,1
448.4385703414933,77.04323996916624,5,1
703.5411079261539,77.51725375943076,3,1
549.9140024253505,79.53641628281672,5,1
474.014772067145,88.68461862442659,1,0
624.4301827755017,94.42781157421615,2,0
642.9495035469394,74.36228603699817,1,0
584.5446407228682,77.73208691904487,3,1
422.30291801508224,80.12773429645634,6,0
509.5240672206761,85.08269314415078,5,1
599.3636809992341,88.32103806198394,7,1
564.3172700299089,48.38530031574488,1,1
742.0499327904412,74.47705726730638,1,1
533.8816477288074,70.40011952375991,0,0
585.1976024800927,57.232523624256004,2,0
674.9693274393774,102.24168973678613,3,1
474.3040505220423,47.83957793335709,3,0
529.9653802360863,49.07720429752219,3,0
649.129447268448,52.20631444999853,0,1
599.8774249181649,74.25198823925919,2,0
575.211569157672,72.95360037125222,5,1
744.6050335204714,72.81301374232812,5,1
628.8564948948782,51.8415514780288,4,1
457.30247536691525,102.890236955749,1,1
699.123468396617,60.55130984213234,6,0
818.4394721793576,48.583165900272405,2,0
643.622332215766,98.6716345943623,0,1
603.1532989226212,73.99878838520854,4,0
729.3731003248638,77.40833616272484,0,1
679.6073655845526,87.9287387445881,5,1
715.8239815614857,78.10745008596305,3,1
707.0348996780026,59.6824742853281,2,1
733.9365238467428,61.36184570044301,3,1
604.2467450443501,126.80329359085127,4,0
483.1531342226988,84.84450069399989,2,0
625.4150686126342,58.26884189229865,3,0
451.4242297715071,68.78573518713551,5,1
599.3319293274221,74.50961625019096,2,1
553.360888918955,62.69313153961906,1,0
656.8344165016599,50.197117270239445,3,0
628.4042363898376,75.30118388970185,1,0
499.83951071742683,54.34926836410965,4,1
697.2626820747763,80.82526822746775,2,1
653.0772052135875,78.17116549670405,3,1
614.707928526331,60.69641508856319,3,1
385.92620553494385,89.8005005228855,5,1
458.43939248439426,59.34726712329108,1,1
673.9718125695991,49.12374413042134,4,1
661.4743634254221,117.42825303028278,3,0
728.2431354603984,62.87274607528147,3,1
554.3857068744214,43.784343433176446,2,0
664.3991594014759,61.16317823970826,3,0
539.4049238156022,41.901247931306216,5,0
636.9300349811346,32.505689441792505,1,0
582.8092489411187,109.67062902568753,1,1
680.4817020615109,66.8838915198134,5,0
645.8661240497319,104.1176748428523,5,1
620.4061120943254,79.64750422665577,6,1
599.3903065137678,91.36990465297495,2,0
670.7277779731243,75.77352423643532,1,0
612.1193066468683,88.48128410483898,1,0
521.8657841666759,49.44837639612793,4,0
730.4379413655291,61.46156532746539,2,1
633.096825959473,67.62647431809374,2,0
476.2300486429675,60.46640771896764,3,1
